Grupo,Orden,Familia,Nombre Científico,Nombres comunes,Codigo,Estado de Conservación,Nativa
Vasculares,Poales,Cyperaceae,Eleocharis rabenii,,Ele_rabeni,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Eleocharis sellowiana,,Ele_sellow,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Fimbristylis complanata,,Fim_compla,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Fimbristylis spadicea,,Fim_spadic,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Fuirena incompleta,,Fui_incomp,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Oxycarium cubense,,Oxy_cubens,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Oxycarium cubense   var. paraguayense,,Oxy_cube_p,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Pycreus unioloides,,Pyc_uniolo,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora asperula,,Rhy_asperu,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora corymbosa   var. legrandii,,Rhy_cory_l,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora crinigera,,Rhy_crinig,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora globosa,,Rhy_globos,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora hieronymii   ssp. montevidensis,,Rhy_hier_m,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora holoschoenoides,,Rhy_holosc,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora pungens,,Rhy_pungen,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora robusta,,Rhy_robust,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Rhynchospora rugosa,,Rhy_rugosa,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Schoenoplectus tabernaemontai,,Sch_tabern,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Schoenus nigricans,,Sch_nigric,PRIORITARIA SNAP,Si
Vasculares,Poales,Cyperaceae,Scleria leptostachya,,Scl_leptos,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Eriocaulon arechavaletae,,Eri_arecha,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Eriocaulon magnificum,,Eri_magnif,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Eriocaulon modestum,,Eri_modest,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Syngonanthus caulescens,,Syn_caules,PRIORITARIA SNAP,Si
Vasculares,Poales,Eriocaulaceae,Syngonanthus gracilis,,Syn_gracil,PRIORITARIA SNAP,Si
Vasculares,Poales,Juncaceae,Juncus capitatus,,Jun_capita,PRIORITARIA SNAP,Si
Vasculares,Poales,Juncaceae,Luzula campestris   var. ostenii,,Luz_camp_o,PRIORITARIA SNAP,Si
Vasculares,Poales,Mayacaceae,Mayaca sellowiana,,May_sellow,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Acroceras zizanioides,,Acr_zizani,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Agrostis lenis,,Agr_lenis,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Alopecurus bonariensis,,Alo_bonari,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Andropogon glaucophyllus,,And_glauco,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Andropogon lindmanii,,And_lindma,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida echinulata,,Ari_echinu,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida hackelii,,Ari_hackel,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida jubata,,Ari_jubata,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida megapotamica,,Ari_megapo,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Aristida uruguayensis   var. laevis,,Ari_urug_l,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Arundo donax,caña de castilla,aru_donax,No evaluada,No
Vasculares,Poales,Poaceae,Axonopus rosengurttii,,Axo_roseng,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Bouteloua media,,Bou_media,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Chascolytrum parodianum,,Cha_parodi,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Chloris berroi,,Chl_berroi,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Chusquea juergensii,,Chu_juerge,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Cynodon dactylon,"gramilla ,  pasto bermuda",cyn_dactyl,No evaluada,No
Vasculares,Poales,Poaceae,Cynodon distichioides,,Cyn_distic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Danthonia rhizomata,,Dan_rhizom,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Deyeuxia alba   var. tricholemma,,Dey_alba_t,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria californica,,Dig_califo,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria cuyabensis,,Dig_cuyabe,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria eriostachya,,Dig_eriost,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria phaeotrix   var. adusta,,Dig_phae_a,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Digitaria sacchariflora,,Dig_saccha,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Echinochloa crusgalli   var. mitis,,Ech_crus_m,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Echinochloa polystachya,,Ech_polyst,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Echinochloa polystachya   var. spectabilis,,Ech_poly_s,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eragrostis perennis,,Era_perenn,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eragrostis plana,capin annoni,era_plana,No evaluada,No
Vasculares,Poales,Poaceae,Erianthecium bulbosum,,Eri_bulbos,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eriochrysis cayennensis,,Eri_cayenn,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Eustachys distichophylla,,Eus_distic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Festuca fimbriata,,Fes_fimbri,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Guadua angustifolia,,Gua_angust,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Guadua chacoensis,tacuaruzú,Gua_chacoe,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Guadua trinii,tacuara,Gua_trinii,No Prioritaria,Si
Vasculares,Poales,Poaceae,Gymnopogon burchellii,,Gym_burche,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Gymnopogon legrandii,,Gym_legran,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Homolepis glutinosa,,Hom_glutin,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Hordeum flexuosum,,Hor_flexuo,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Hymenachne pernambucense,,Hym_pernam,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Hypogynium virgatum,,Hyp_virgat,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Ichnanthus pallens,,Ich_pallen,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Koeleria permollis,,Koe_permol,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Leptochloa chloridiformis,,Lep_chlori,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Litachne pauciflora,,Lit_paucif,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica animarum,,Mel_animar,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica argyrea,,Mel_argyre,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica brevicoronata,,Mel_brevic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica parodiana,,Mel_parodi,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Melica serrana,,Mel_serran,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Oplismenopsis najada,,Opl_najada,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum glabripes,,Pan_glabri,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum olyroides   ssp. hirsutum,,Pan_olyr_h,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum peladoense,,Pan_pelado,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum sellowii,,Pan_sellow,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum trichanthum,,Pan_tricha,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Panicum validum,,Pan_validu,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Pappophorum philippianum,,Pap_philip,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum durifolium,,Pas_durifo,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum equitans,,Pas_equita,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum erianthum,,Pas_eriant,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum falcatum,,Pas_falcat,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum glaucescens,,Pas_glauce,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum guenoarum   var. rojasii,,Pas_guen_r,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum jurgensii,,Pas_jurgen,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum mandiocanum,,Pas_mandio,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum notatum   var. saurae,,Pas_nota_s,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum paniculatum,,Pas_panicu,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum quarinii,,Pas_quarin,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum repens,,Pas_repens,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum simplex,,Pas_simple,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum stellatum,,Pas_stella,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum umbrosum,,Pas_umbros,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Paspalum unispicatum,,Pas_unispi,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Pennisetum nervosum,,Pen_nervos,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Pharus lappulaceus,,Pha_lappul,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Phragmites australis,,Phr_austra,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Piptochaetium calvescens,,Pip_calves,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Piptochaetium cucullatum,,Pip_cucull,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Piptochaetium hackelii,,Pip_hackel,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Piptochaetium jubatum,,Pip_jubatu,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Piptochaetium medium,,Pip_medium,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Poa arechavaletae,,Poa_arecha,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Poa megalantha,,Poa_megala,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Poa uruguayensis,,Poa_urugua,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Polypogon parvulus,,Pol_parvul,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Puccinellia glaucescens,,Puc_glauce,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Rhynchoryza subulata,,Rhy_subula,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Saccharum asperum,,Sac_asperu,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Saccharum villosum,,Sac_villos,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sacciolepis vilvoides,,Sac_vilvoi,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Schizachyrium gracilipes,,Sch_gracil,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Schizachyrium scabriflorum,,Sch_scabri,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Setaria lachnea,,Set_lachne,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Setaria pampeana,,Set_pampea,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Setaria rosengurttii   var. uruguayensis,,Set_rose_u,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Setaria vaginata   var. tandilensis,,Set_vagi_t,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sorghastrum setosum,,Sor_setosu,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sorghastrum stipoides,,Sor_stipoi,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sorghastrum viride,,Sor_viride,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sorghum halepense,"cañota ,  sorgo de halepo",sor_halepe,No evaluada,No
Vasculares,Poales,Poaceae,Spartina longispica,,Spa_longis,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sporobolus monandrus,,Spo_monand,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Sporobolus multinodis,,Spo_multin,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Steinchisma spathellosa,,Ste_spathe,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa arechavaletae,,Sti_arecha,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa crassiflora,,Sti_crassi,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa curamalalensis,,Sti_curama,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa entrerriensis,,Sti_entrer,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa formicarum,,Sti_formic,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa juergensii,,Sti_juerge,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa juncoides,,Sti_juncoi,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa leptocoronata,,Sti_leptoc,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa longicoronata,,Sti_longic,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa pauciciliata,,Sti_paucic,PRIORITARIA SNAP,Si
Vasculares,Poales,Poaceae,Stipa poeppigiana,,Sti_poeppi,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa quinqueciliata,,Sti_quinqu,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa rosengurttii,,Sti_roseng,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa spegazzinii,,Sti_spegaz,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa subnitida,,Sti_subnit,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa tenuiculmis,,Sti_tenuic,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa torquata,,Sti_torqua,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Stipa trichotoma,,Sti_tricho,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Trichloris crinita,,Tri_crinit,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Tripogon ekmanii,,Tri_ekmani,PRIORITARIA,Si
Vasculares,Poales,Poaceae,Willkommia texana   ssp. stolonifera,,Wil_texa_s,PRIORITARIA,Si
Vasculares,Ranunculales,Berberidaceae,Berberis laurina,espina amarilla,Ber_laurin,No Prioritaria,Si
Vasculares,Ranunculales,Berberidaceae,Berberis ruscifolia,espina amarilla,Ber_ruscif,No Prioritaria,Si
Vasculares,Rosales,Cannabaceae,Celtis iguanea,tala gateador,Cel_iguane,No Prioritaria,Si
Vasculares,Rosales,Cannabaceae,Celtis pallida,talita,Cel_pallid,No Prioritaria,Si
Vasculares,Rosales,Cannabaceae,Celtis tala,tala,Cel_tala,No Prioritaria,Si
Vasculares,Rosales,Moraceae,Ficus luschnathiana,higuerón,Fic_luschn,No Prioritaria,Si
Vasculares,Rosales,Moraceae,Ficus organensis,higuerón de hoja chica,Fic_organe,PRIORITARIA SNAP,Si
Vasculares,Rosales,Pittosporaceae,Pittosporum undulatum,"azarero ,  pitosporo",pit_undula,No evaluada,No
Vasculares,Rosales,Rhamnaceae,Colletia paradoxa,espina de la cruz,Col_parado,No Prioritaria,Si
Vasculares,Rosales,Rhamnaceae,Colletia spinosissima,quina de campo,Col_spinos,No Prioritaria,Si
Vasculares,Rosales,Rhamnaceae,Condalia buxifolia,molle bagual,Con_buxifo,No Prioritaria,Si
Vasculares,Rosales,Rhamnaceae,Discaria americana,quina del campo,Dis_americ,No Prioritaria,Si
Vasculares,Rosales,Rhamnaceae,Scutia buxifolia,coronilla,Scu_buxifo,No Prioritaria,Si
Vasculares,Rosales,Rosaceae,Cotoneaster sp.,cratego,cot_oneast,No evaluada,No
Vasculares,Rosales,Rosaceae,Crataegus sp.,cratego,cra_taegus,No evaluada,No
Vasculares,Rosales,Rosaceae,Prunus subcoriacea,duraznero bravo,Pru_subcor,No Prioritaria,Si
Vasculares,Rosales,Rosaceae,Pyracantha sp.,cratego,pyr_acanth,No evaluada,No
Vasculares,Rosales,Rosaceae,Rubus ulmifolius,zarzamora,rub_ulmifo,No evaluada,No
Vasculares,Santalales,Loranthaceae,Tripodanthus acutifolius,yerba del pajarito,Tri_acutif,No Prioritaria,Si
Vasculares,Santalales,Loranthaceae,Tripodanthus flagellaris,,Tri_flagel,PRIORITARIA SNAP,Si
Vasculares,Santalales,Santalaceae,Acanthosyris spinescens,quebracho flojo,Aca_spines,No Prioritaria,Si
Vasculares,Santalales,Santalaceae,Jodina rhombifolia,sombra de toro,Jod_rhombi,No Prioritaria,Si
Vasculares,Santalales,Viscaceae,Phoradendron liga,,Pho_liga,PRIORITARIA,Si
Vasculares,Santalales,Viscaceae,Phoradendron reductum,,Pho_reduct,PRIORITARIA,Si
Vasculares,Sapindales,Anacardiaceae,Lithraea brasiliensis,aruera,Lit_brasil,No Prioritaria,Si
Vasculares,Sapindales,Anacardiaceae,Lithrea molleoides,aruera,Lit_molleo,No Prioritaria,Si
Vasculares,Sapindales,Anacardiaceae,Schinus engleri,molle rastrero,Sch_engler,No Prioritaria,Si
Vasculares,Sapindales,Anacardiaceae,Schinus ferox,molle,Sch_ferox,PRIORITARIA SNAP,Si
Vasculares,Sapindales,Anacardiaceae,Schinus lentiscifolia,carobá,Sch_lentis,No Prioritaria,Si
Vasculares,Sapindales,Anacardiaceae,Schinus longifolius,molle,Sch_longif,No Prioritaria,Si
Vasculares,Sapindales,Anacardiaceae,Schinus molle,anacahuita,Sch_molle,No Prioritaria,Si
Vasculares,Sapindales,Anacardiaceae,Schinus sinuatus,molle,Sch_sinuat,PRIORITARIA SNAP,Si
Vasculares,Sapindales,Meliaceae,Guarea macrophylla   ssp. spicaeflora,cedrillo,Gua_mac_sp,PRIORITARIA SNAP,Si
Vasculares,Sapindales,Meliaceae,Trichilia elegans,cedrillo,Tri_elegan,PRIORITARIA SNAP,Si
Vasculares,Sapindales,Sapindaceae,Allophyllus edulis,chal-chal,All_edulis,No Prioritaria,Si
Vasculares,Sapindales,Sapindaceae,Allophyllus guaraniticus,chal-chal,All_guaran,PRIORITARIA,Si
Vasculares,Sapindales,Sapindaceae,Cupania vernalis,camboatá,Cup_vernal,No Prioritaria,Si
Vasculares,Sapindales,Sapindaceae,Dodonaea viscosa,chirca de monte,Dod_viscos,No Prioritaria,Si
Vasculares,Sapindales,Sapindaceae,Matayba eleagnoides,camboatá blanco,Mat_eleagn,No Prioritaria,Si
Vasculares,Sapindales,Sapindaceae,Serjania herteri,,Ser_herter,PRIORITARIA,Si
Vasculares,Sapindales,Simaroubaceae,Castela tweediei,granadillo,Cas_tweedi,No Prioritaria,Si
Vasculares,Saxifragales,Crassulaceae,Crassula caudiculata,,Cra_caudic,PRIORITARIA SNAP,Si
Vasculares,Saxifragales,Haloragaceae,Gunnera herteri,,Gun_herter,PRIORITARIA SNAP,Si
Vasculares,Saxifragales,Haloragaceae,Laurembergia tetrandra,,Lau_tetran,PRIORITARIA SNAP,Si
Vasculares,Saxifragales,Haloragaceae,Myriophyllum quitense,,Myr_quiten,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Cressa truxillensis,,Cre_truxil,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Ipomoea fimbriosepala,,Ipo_fimbri,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Ipomoea kunthiana,,Ipo_kunthi,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Ipomoea malvaeoides,,Ipo_malvae,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Ipomoea nitida,,Ipo_nitida,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Ipomoea tacuaremboense,,Ipo_tacuar,PRIORITARIA SNAP,Si
Vasculares,Solanales,Convolvulaceae,Merremia dissecta,,Mer_dissec,PRIORITARIA SNAP,Si
Vasculares,Solanales,Solanaceae,Calibrachoa humilis,,Cal_humili,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Calibrachoa linearis,,Cal_linear,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Capsicum baccatum,,Cap_baccat,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Cestrum euanthes,duraznillo negro,Ces_euanth,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Cestrum parqui,duraznillo negro,Ces_parqui,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Cestrum strigillatum,durzanillo,Ces_strigi,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Grabowskia duplicata,,Gra_duplic,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Lycium cestroides,talilla,Lyc_cestro,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Lycium ciliatum,talilla,Lyc_ciliat,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Lycium vimineum,talilla,Lyc_vimine,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Nierembergia aristata,,Nie_arista,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Nierembergia calycina,,Nie_calyci,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Nierembergia ericoides,,Nie_ericoi,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Nierembergia micrantha,,Nie_micran,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Petunia integrifolia   ssp. depauperata,,Pet_inte_d,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Sclerophylax lorentzianus,,Scl_lorent,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Sessea vestioides,,Ses_vestio,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Solanum bonariense,naranjillo,Sol_bonari,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Solanum chacoense,,Sol_chacoe,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Solanum commersonii   ssp. malmeanum,,Sol_com_ma,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Solanum glaucophyllum,duraznillo de bañado,Sol_glauco,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Solanum granulosum-leprosum,tabaquillo del monte,Sol_granul,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Solanum mauritianum,tabaquillo del monte,Sol_maurit,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Solanum platense,,Sol_platen,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Solanum pygmaeum,,Sol_pygmae,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Solanum sanctae-catharinae,,Sol_sancta,No Prioritaria,Si
Vasculares,Solanales,Solanaceae,Solanum tucumanense,,Sol_tucuma,PRIORITARIA,Si
Vasculares,Solanales,Solanaceae,Vassobia breviflora,,Vas_brevif,No Prioritaria,Si
Vasculares,Violales,Begoniaceae,Begonia subvillosa,,Beg_subvil,PRIORITARIA SNAP,Si
Vasculares,Violales,Passifloraceae,Passiflora elegans,,Pas_elegan,PRIORITARIA SNAP,Si
Vasculares,Violales,Passifloraceae,Passiflora misera,,Pas_misera,PRIORITARIA SNAP,Si
Vasculares,Violales,Turneraceae,Piriqueta suborbicularis,,Pir_suborb,PRIORITARIA,Si
Vasculares,Violales,Turneraceae,Piriqueta taubatensis,,Pir_taubat,PRIORITARIA,Si
Vasculares,Violales,Violaceae,Hybanthus communis,,Hyb_commun,PRIORITARIA,Si
Vasculares,Vitales,Vitaceae,Cissus verticillata   ssp. verticillata,,Cis_vert_v,PRIORITARIA,Si
Vasculares,Zygophyllales,Zygophyllaceae,Porlieria microphylla,guayacán,Por_microp,PRIORITARIA,Si