,X,quality_grade,taxon_species_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,Distribution,Size (cm),IUCNglobal,IUCNregional,trendGlobal,n
449,244,research,Thraupis sayaca,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,19,15,LC,LC,NA,42
450,67,research,Tigrisoma lineatum,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Tigrisoma,19,62,LC,LC,Stable,46
451,424,research,Tolmomyias sulphurescens,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tolmomyias,1,13,LC,NE,Decreasing,12
452,52,research,Tringa flavipes,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,19,25,LC,LC,Decreasing,47
453,98,research,Tringa melanoleuca,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,19,33,LC,LC,Stable,88
454,457,research,Tringa solitaria,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,19,20,LC,LC,Decreasing,6
455,187,research,Troglodytes aedon,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,19,10,LC,LC,Increasing,63
456,527,research,Trogon surrucura,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,2,24,LC,NE,Decreasing,16
457,345,research,Turdus albicollis,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,19,19,LC,LC,Decreasing,12
458,114,research,Turdus amaurochalinus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,19,21,LC,LC,Stable,86
459,601,research,Turdus flavipes,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,1,21,LC,NE,Stable,2
460,523,research,Turdus leucomelas,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,2,21,LC,LC,Stable,3
461,79,research,Turdus rufiventris,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,19,23,LC,LC,Stable,175
462,520,research,Turdus subalaris,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,6,20,LC,NE,Unknown,2
463,118,research,Tyrannus melancholicus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,19,20,LC,LC,Increasing,90
464,39,research,Tyrannus savana,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,19,38,LC,LC,Stable,120
465,449,research,Tyrannus tyrannus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,1,18,LC,NE,Decreasing,1
466,401,research,Tyto alba,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,19,38,LC,LC,Stable,4
467,21,research,Vanellus chilensis,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,19,32,LC,LC,Increasing,238
468,245,research,Vireo chivi,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,19,14,LC,LC,Stable,15
469,458,research,Volatinia jacarina,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Volatinia,19,10,LC,LC,Increasing,9
470,224,research,Xanthopsar flavus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthopsar,12,19,VU,VU,Decreasing,16
471,565,research,Xenopsaris albinucha,Animalia,Chordata,Aves,Passeriformes,Tityridae,Xenopsaris,3,13,LC,NE,Stable,5
472,46,research,Xolmis irupero,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Xolmis,19,17,LC,LC,Stable,98
473,62,research,Zenaida auriculata,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,19,23,LC,LC,Increasing,129
474,40,research,Zonotrichia capensis,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,19,12,LC,LC,Increasing,183
475,429,research,Akodon azarae,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Akodon,19,17,LC,LC,Stable,2
476,467,research,Alouatta caraya,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,1,57,NT,NE,Decreasing,1
477,32,research,Arctocephalus australis,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,7,150,LC,LC,Increasing,58
478,517,research,Arctocephalus gazella,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,2,150,LC,NE,Decreasing,2
479,600,research,Arctocephalus tropicalis,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,3,"1,6",LC,NE,Stable,8
480,213,research,Axis axis,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,13,140,LC,LC,Unknown,41
481,554,research,Balaenoptera acutorostrata,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,6,625,LC,NE,Unknown,1
482,588,research,Cabassous tatouay,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Cabassous,4,70,LC,EN,Unknown,1
483,470,research,Calomys laucha,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Calomys,19,13,LC,LC,Unknown,5
485,448,research,Capra hircus,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,12,125,NE,NE,Unknow,1
486,42,research,Cavia aperea,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,19,24,LC,LC,Stable,70
487,37,research,Cerdocyon thous,Animalia,Chordata,Mammalia,Carnivora,Canidae,Cerdocyon,19,110,LC,LC,Stable,40
489,232,research,Coendou spinosus,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,7,72,LC,VU,Unknown,9
490,94,research,Conepatus chinga,Animalia,Chordata,Mammalia,Carnivora,Mephitidae,Conepatus,19,57,LC,NT,Decreasing,64
491,159,research,Ctenomys pearsoni,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,6,26,NT,VU,Decreasing,25
492,536,research,Ctenomys torquatus,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,12,26,LC,LC,Unknown,3
493,295,research,Cuniculus paca,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,1,65,LC,VU,Stable,3
494,525,research,Dama dama,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,1,145,LC,NE,Unknown,2
495,36,research,Dasypus novemcinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,19,70,LC,LC,Stable,37
496,221,research,Dasypus septemcinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus,19,45,LC,NE,Unknown,10
497,378,research,Delphinus delphis,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Delphinus,3,230,LC,NE,Unknown,1
498,459,research,Desmodus rotundus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,19,9,LC,LC,Stable,4
499,92,research,Didelphis albiventris,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,19,90,LC,LC,Stable,40
500,66,research,Eptesicus diminutus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,4,9,LC,NE,Unknown,2
501,598,research,Eptesicus furinalis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,19,11,LC,LC,Unknown,3
504,176,research,Eubalaena australis,Animalia,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,4,1400,LC,EN,Unknown,13
505,603,research,Eumops bonariensis,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Eumops,19,11,LC,LC,Unknown,3
506,351,research,Euphractus sexcinctus,Animalia,Chordata,Mammalia,Cingulata,Chlamyphoridae,Euphractus,19,62,LC,NT,Stable,23
508,284,research,Galictis cuja,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Galictis,19,62,LC,LC,Unknown,17
509,362,research,Histiotus montanus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Histiotus,19,11,LC,LC,Unknown,2
510,406,research,Holochilus brasiliensis,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Holochilus,19,39,LC,LC,Stable,6
511,161,research,Hydrochoerus hydrochaeris,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Hydrochoerus,19,115,LC,NT,Stable,95
512,590,research,Lagenodelphis hosei,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenodelphis,5,235,LC,NE,Unknown,1
513,330,research,Lasiurus blossevillii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,19,10,LC,LC,Unknown,3
514,331,research,Lasiurus ega,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,19,12,LC,LC,Unknown,9
515,214,research,Leopardus geoffroyi,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,19,90,LC,NT,Stable,26
516,386,research,Leopardus munoai,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,17,83,CR,CR,NA,2
517,236,research,Leopardus wiedii,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,8,102,NT,VU,Decreasing,26
518,170,research,Lepus europaeus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,19,65,LC,LC,Decreasing,48
519,283,research,Lontra longicaudis,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,19,114,NT,NT,Decreasing,30
520,441,research,Lutreolina crassicaudata,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Lutreolina,19,62,LC,NT,Unknown,2
521,93,research,Lycalopex gymnocercus,Animalia,Chordata,Mammalia,Carnivora,Canidae,Lycalopex,19,97,LC,NT,Stable,72
522,268,research,Mazama gouazoubira,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,19,210,LC,NT,Decreasing,48
523,518,research,Megaptera novaeangliae,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Megaptera,3,1450,LC,NE,Increasing,2
524,177,research,Mirounga leonina,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Mirounga,5,450,LC,NE,Stable,8
525,376,research,Molossus molossus,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Molossus,19,10,LC,LC,Unknown,3
526,152,research,Monodelphis dimidiata,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,10,24,LC,LC,Stable,5
527,348,research,Mus musculus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,19,15,LC,LC,Stable,5
528,126,research,Myocastor coypus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Myocastor,19,85,LC,LC,Decreasing,62
529,597,research,Myotis albescens,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,19,8,LC,LC,Stable,1
530,134,research,Myotis levis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,19,8,LC,LC,Unknown,2
531,332,research,Nasua nasua,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,7,112,LC,VU,Decreasing,12
532,534,research,Oligoryzomys flavescens,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oligoryzomys,19,19,LC,LC,Stable,6
534,8,research,Otaria byronia,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,5,210,LC,LC,Stable,92
535,430,research,Oxymycterus josei,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,9,23,NT,VU,Decreasing,1
536,392,research,Oxymycterus nasutus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Oxymycterus,9,23,LC,EN,Unknown,1
537,288,research,Ozotoceros bezoarticus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,2,129,NT,VU,Decreasing,4
538,463,research,Pecari tajacu,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,1,95,LC,CR,Stable,3
539,368,research,Physeter macrocephalus,Animalia,Chordata,Mammalia,Artiodactyla,Physeteridae,Physeter,2,1300,VU,VU,Unknown,1
540,289,research,Pontoporia blainvillei,Animalia,Chordata,Mammalia,Artiodactyla,Pontoporiidae,Pontoporia,6,145,VU,VU,Decreasing,21
541,7,research,Procyon cancrivorus,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,19,107,LC,LC,Decreasing,63
542,469,research,Pseudorca crassidens,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Pseudorca,4,500,NT,NE,Unknown,2
543,540,research,Rattus rattus,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,19,40,LC,LC,Stable,4
544,453,research,Reithrodon typicus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodon,19,25,LC,LC,Stable,2
545,312,research,Sturnira lilium,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira,9,7,LC,VU,Stable,1
546,225,research,Sus scrofa,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,19,177,LC,LC,Unknown,18
547,133,research,Tadarida brasiliensis,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida,19,10,LC,LC,Stable,9
548,296,research,Tamandua tetradactyla,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,5,112,LC,EN,Unknown,9
549,181,research,Tursiops truncatus,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Tursiops,6,300,LC,NT,Unknown,10
550,532,research,Wilfredomys oenax,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Wilfredomys,8,29,EN,NT,Unknown,2
551,180,research,Acanthochelys spixii,Animalia,Chordata,Reptilia,Testudines,Chelidae,Acanthochelys,7,18,NT,LC,NA,11
552,103,research,Amphisbaena darwinii,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,13,28,NE,LC,NA,32
553,175,research,Amphisbaena kingii,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,19,22,NE,LC,Unknown,10
554,97,research,Amphisbaena munoai,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,12,15,NE,LC,Stable,3
555,524,research,Aspronema dorsivittatum,Animalia,Chordata,Reptilia,Squamata,Scincidae,Aspronema,19,9,NE,LC,Stable,4
556,426,research,Boiruna maculata,Animalia,Chordata,Reptilia,Squamata,Colubridae,Boiruna,19,160,NE,LC,Stable,4
557,102,research,Bothrops alternatus,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,19,150,NE,LC,Unknown,50
558,231,research,Bothrops pubescens,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,14,150,NE,LC,Unknown,54
559,447,research,Caiman latirostris,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,11,250,LC,LC,Stable,8
560,239,research,Calamodontophis paucidens,Animalia,Chordata,Reptilia,Squamata,Colubridae,Calamodontophis,3,40,VU,DD,Unknown,3
561,263,research,Caretta caretta,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Caretta,4,80,VU,VU,Decreasing,24
562,356,research,Cercosaura schreibersii,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Cercosaura,19,5,LC,LC,Stable,35
563,84,research,Chelonia mydas,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Chelonia,5,92,EN,VU,Decreasing,17
564,271,research,Chironius gouveai,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chironius,5,180,LC,LC,Unknow,6
565,154,research,Contomastix lacertoides,Animalia,Chordata,Reptilia,Squamata,Teiidae,Contomastix,17,7,NE,LC,Unknown,15
566,391,research,Dermochelys coriacea,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,6,170,VU,CR,Decreasing,6
567,344,research,Dipsas turgida,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dipsas,3,45,LC,LC,Stable,6
568,383,research,Epictia munoai,Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Epictia,19,20,NE,LC,Unknown,5
569,384,research,Erythrolamprus almadensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,4,66,NE,LC,Stable,6
570,307,research,Erythrolamprus jaegeri,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,19,61,LC,LC,Unknown,12
571,96,research,Erythrolamprus poecilogyrus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,19,70,NE,LC,Increasing,64
572,328,research,Erythrolamprus semiaureus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Erythrolamprus,19,100,NE,LC,Stable,24
573,215,research,Helicops infrataeniatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Helicops,19,100,NE,LC,Stable,6
574,314,research,Hemidactylus mabouia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,3,7,LC,NE,Stable,5
575,324,research,Homonota uruguayensis,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Homonota,9,5,NE,VU,Decreasing,6
576,194,research,Hydromedusa tectifera,Animalia,Chordata,Reptilia,Testudines,Chelidae,Hydromedusa,19,30,NE,LC,NA,23
577,290,research,Liolaemus occipitalis,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus,1,6,VU,EN,Decreasing,1
578,150,research,Liolaemus wiegmannii,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus,7,6,LC,VU,Stable,27
579,143,research,Lygophis anomalus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lygophis,19,62,NE,LC,Stable,60
580,547,research,Lygophis flavifrenatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lygophis,5,72,NE,LC,Stable,1
581,182,research,Micrurus altirostris,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,19,90,NE,LC,Unknown,18
582,219,research,Ophiodes intermedius,Animalia,Chordata,Reptilia,Squamata,Diploglossidae,Ophiodes,6,25,LC,LC,Stable,6
583,203,research,Ophiodes striatus,Animalia,Chordata,Reptilia,Squamata,Diploglossidae,Ophiodes,19,26,NE,LC,Unknown,22
584,318,research,Ophiodes vertebralis,Animalia,Chordata,Reptilia,Squamata,Diploglossidae,Ophiodes,19,20,NE,LC,Unknown,11
585,212,research,Oxyrhopus rhombifer,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxyrhopus,19,90,NE,LC,Stable,19
586,335,research,Paraphimophis rusticus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Paraphimophis,19,180,NE,LC,NA,11
587,128,research,Phalotris lemniscatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Phalotris,19,68,LC,LC,Stable,24
588,183,research,Philodryas aestiva,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,19,100,NE,LC,Stable,36
589,546,research,Philodryas agassizii,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,19,50,NE,LC,Decreasing,1
590,393,research,Philodryas olfersii,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,4,150,NE,LC,Stable,6
591,108,research,Philodryas patagoniensis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Philodryas,19,150,LC,LC,Stable,91
592,145,research,Phrynops hilarii,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,19,34,NE,LC,NA,27
593,417,research,Phrynops williamsi,Animalia,Chordata,Reptilia,Testudines,Chelidae,Phrynops,6,33,VU,NT,Decreasing,7
594,369,research,Psomophis obtusus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Psomophis,19,41,LC,LC,Stable,10
595,106,research,Salvator merianae,Animalia,Chordata,Reptilia,Squamata,Teiidae,Salvator,19,140,LC,LC,Stable,155
596,465,research,Taeniophallus occipitalis,Animalia,Chordata,Reptilia,Squamata,Colubridae,Taeniophallus,9,55,NE,LC,Stable,13
597,385,research,Taeniophallus poecilopogon,Animalia,Chordata,Reptilia,Squamata,Colubridae,Taeniophallus,3,45,NE,VU,Unknown,4
598,313,research,Tantilla melanocephala,Animalia,Chordata,Reptilia,Squamata,Colubridae,Tantilla,13,38,NE,LC,Stable,4
599,293,research,Tarentola mauritanica,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,1,5,LC,CR,Stable,6
600,105,research,Teius oculatus,Animalia,Chordata,Reptilia,Squamata,Teiidae,Teius,19,12,NE,LC,Unknown,27
601,195,research,Thamnodynastes hypoconia,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnodynastes,19,65,NE,LC,Stable,40
602,218,research,Thamnodynastes strigatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnodynastes,19,80,LC,LC,Unknown,10
603,220,research,Tomodon ocellatus,Animalia,Chordata,Reptilia,Squamata,Colubridae,Tomodon,19,54,NE,LC,Unknown,38
604,189,research,Trachemys dorbigni,Animalia,Chordata,Reptilia,Testudines,Emydidae,Trachemys,19,26,NE,LC,NA,52
605,282,research,Tropidurus torquatus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,4,15,LC,LC,Unknown,6
606,107,research,Xenodon dorbignyi,Animalia,Chordata,Reptilia,Squamata,Colubridae,Xenodon,19,70,NE,LC,Unknown,54
