"","user_login","primer_registro","ultimo_registro","registros","tiempo_activo","registros_x_tiempo","categoria_usuario"
"358","marisol106","2021-09-24 22:59:35 UTC","2021-09-24 22:59:35 UTC",1,1,1,"principiante"
"359","martha325","2021-10-25 15:34:11 UTC","2022-08-23 13:15:02 UTC",3,302.903368055556,0.00990414870345637,"principiante"
"360","mateo310","2022-10-05 01:14:00 UTC","2022-10-05 01:14:00 UTC",1,1,1,"principiante"
"361","matt260","2020-02-09 23:04:58 UTC","2020-02-13 00:00:09 UTC",5,4.03832175925926,1.23813809252216,"principiante"
"362","mattclark72","2015-11-07 00:47:05 UTC","2015-11-07 00:47:05 UTC",1,1,1,"principiante"
"363","mattlanas","2019-07-30 18:27:54 UTC","2019-07-30 18:27:54 UTC",1,1,1,"principiante"
"364","mauri12","2019-11-08 17:19:59 UTC","2019-11-08 17:19:59 UTC",1,1,1,"principiante"
"365","mauriciouhle","2018-12-05 01:48:35 UTC","2022-06-25 00:08:10 UTC",3,1298.9302662037,0.00230959280729357,"principiante"
"366","maximiliano68","2022-05-31 01:01:39 UTC","2022-10-17 01:32:18 UTC",3,140.021284722222,0.0214253140581553,"principiante"
"367","maxwell42","2020-04-25 20:29:56 UTC","2020-04-25 20:35:19 UTC",4,1.00373842592593,3.9851019913979,"principiante"
"368","mbernini","2018-10-24 00:08:36 UTC","2018-10-24 00:08:36 UTC",2,1,2,"principiante"
"369","megtc","2017-07-24 18:52:31 UTC","2017-07-24 18:52:32 UTC",2,1.00001157407407,1.99997685211977,"principiante"
"370","mfaucher","2020-06-13 11:29:58 UTC","2020-06-13 11:41:48 UTC",2,1.00821759259259,1.98369877166801,"principiante"
"371","mgbv","2022-03-13 18:42:36 UTC","2022-03-13 18:42:36 UTC",1,1,1,"principiante"
"372","mgiudice","2018-11-19 15:05:11 UTC","2018-11-19 15:05:11 UTC",1,1,1,"principiante"
"373","micaela_botta","2021-04-03 20:22:22 UTC","2021-04-03 20:22:22 UTC",1,1,1,"principiante"
"374","micaela114","2022-10-23 15:22:27 UTC","2022-10-23 15:24:20 UTC",2,1.00130787037037,1.99738767584063,"principiante"
"375","mictini","2019-05-22 19:14:18 UTC","2019-05-22 19:14:18 UTC",1,1,1,"principiante"
"376","miguel537","2020-03-28 14:00:42 UTC","2020-03-28 14:00:42 UTC",1,1,1,"principiante"
"377","mimacoronel","2020-10-12 19:39:20 UTC","2020-10-14 19:23:20 UTC",10,2.98888888888889,3.3457249070632,"principiante"
"378","mirian6","2018-12-22 20:53:05 UTC","2018-12-22 20:53:05 UTC",1,1,1,"principiante"
"379","mjbirder","2019-10-30 00:47:03 UTC","2020-04-14 17:17:29 UTC",21,168.687800925926,0.124490329974848,"principiante"
"380","mjfeldman","2019-01-11 02:59:33 UTC","2019-09-06 16:08:10 UTC",3,239.547650462963,0.012523604360978,"principiante"
"381","moalbar","2022-10-16 13:21:50 UTC","2022-10-16 13:21:50 UTC",1,1,1,"principiante"
"382","mokperu","2019-05-14 02:04:58 UTC","2021-05-07 01:17:36 UTC",7,724.967106481481,0.0096556104924173,"principiante"
"383","mstrimas","2018-11-22 13:02:12 UTC","2018-11-22 13:02:12 UTC",1,1,1,"principiante"
"384","mulix","2017-11-29 18:34:38 UTC","2017-11-29 18:34:38 UTC",1,1,1,"principiante"
"385","muricio","2022-10-29 18:55:27 UTC","2022-10-29 18:55:27 UTC",1,1,1,"principiante"
"386","nachobarragan","2022-10-12 01:52:03 UTC","2022-10-12 01:52:03 UTC",1,1,1,"principiante"
"387","nataliasolari","2020-02-09 02:12:28 UTC","2020-02-09 02:12:28 UTC",1,1,1,"principiante"
"388","natalieraeber","2019-12-19 22:47:01 UTC","2022-01-09 07:53:40 UTC",124,752.379618055556,0.164810418868689,"principiante"
"389","natforlife","2020-03-15 19:42:42 UTC","2020-03-21 19:18:02 UTC",9,6.98287037037037,1.28886826228204,"principiante"
"390","natifrog","2020-12-19 22:00:06 UTC","2020-12-19 22:00:06 UTC",1,1,1,"principiante"
"391","naturegirl52","2019-06-24 22:26:59 UTC","2019-06-24 22:26:59 UTC",1,1,1,"principiante"
"392","nic_venter","2019-12-01 10:08:40 UTC","2020-03-24 15:13:53 UTC",71,115.211956018519,0.616255486440903,"intermedio"
"393","nicoolejnik","2014-09-24 13:17:41 UTC","2014-12-20 23:40:56 UTC",7,88.3911458333333,0.0791934523984892,"principiante"
"394","nikolai_b","2022-07-04 17:44:05 UTC","2022-07-04 17:44:07 UTC",4,1.00002314814815,3.99990740955071,"principiante"
"395","ninawenoli","2022-01-23 22:30:48 UTC","2022-08-09 22:48:48 UTC",17,199.0125,0.0854217699893223,"principiante"
"396","nmuzzachiodi","2022-06-20 22:47:28 UTC","2022-06-20 23:11:58 UTC",4,1.01701388888889,3.93308296346876,"principiante"
"397","noammarkus","2021-08-12 13:18:58 UTC","2021-12-21 01:33:22 UTC",3,131.51,0.0228119534636149,"principiante"
"398","nosexd","2020-02-19 14:17:19 UTC","2020-02-21 20:39:41 UTC",6,3.26553240740741,1.83737267049925,"principiante"
"399","ocsedetled","2019-08-13 03:32:34 UTC","2019-08-13 03:32:34 UTC",1,1,1,"principiante"
"400","olivia466","2022-11-01 22:28:24 UTC","2022-11-01 22:28:24 UTC",1,1,1,"principiante"
"401","olwhaley","2018-01-05 21:46:06 UTC","2018-01-05 21:46:06 UTC",1,1,1,"principiante"
"402","ondrej-radosta","2017-01-12 21:29:44 UTC","2017-01-12 21:29:44 UTC",1,1,1,"principiante"
"403","opetrovych","2021-03-03 21:47:38 UTC","2021-03-12 21:56:01 UTC",40,10.0058217592593,3.99767265122273,"principiante"
"404","pablo_jusim","2020-06-25 21:19:08 UTC","2020-06-25 21:24:14 UTC",2,1.00354166666667,1.99294166493668,"principiante"
"405","pablo451","2022-03-27 21:28:00 UTC","2022-03-27 21:28:00 UTC",1,1,1,"principiante"
"406","pablobedrossian","2020-10-11 22:40:11 UTC","2020-10-11 22:40:13 UTC",7,1.00002314814815,6.99983796671373,"principiante"
"407","pablohcapovilla","2019-12-05 03:13:09 UTC","2019-12-05 03:13:09 UTC",1,1,1,"principiante"
"408","pabloreyesl","2018-09-16 21:56:37 UTC","2018-09-23 12:02:57 UTC",12,7.58773148148148,1.58150035083438,"principiante"
"409","paddy18","2020-05-21 21:14:04 UTC","2020-05-21 21:14:05 UTC",3,1.00001157407407,2.99996527817965,"principiante"
"410","pafracas","2019-06-27 02:20:48 UTC","2020-03-20 18:15:25 UTC",18,268.662928240741,0.0669984508762249,"principiante"
"411","pampa_grasslands","2021-08-16 19:36:53 UTC","2021-09-26 22:12:58 UTC",3,42.1083912037037,0.071244707153194,"principiante"
"412","patriciovillalba","2019-01-31 21:57:26 UTC","2019-01-31 21:57:26 UTC",1,1,1,"principiante"
"413","patrickgijsbers","2018-08-14 15:21:47 UTC","2018-08-14 15:21:47 UTC",1,1,1,"principiante"
"414","paulschrijvershof","2020-03-19 20:09:11 UTC","2020-03-19 20:32:50 UTC",10,1.01642361111111,9.8384176544939,"principiante"
"415","pcarreyes","2021-01-23 13:13:51 UTC","2021-01-23 13:13:51 UTC",2,1,2,"principiante"
"416","pdpratt","2021-05-28 03:36:17 UTC","2021-05-28 03:36:17 UTC",1,1,1,"principiante"
"417","pedro1203","2018-06-19 22:00:25 UTC","2021-04-19 11:59:03 UTC",3,1035.58238425926,0.00289692065604792,"principiante"
"418","pedrohenriquetunes","2021-03-28 04:11:45 UTC","2021-03-28 04:11:45 UTC",1,1,1,"principiante"
"419","peltzi","2022-02-16 20:40:39 UTC","2022-02-18 20:18:44 UTC",3,2.98478009259259,1.0050991721116,"principiante"
"420","petegordon","2022-08-10 00:23:14 UTC","2022-08-10 00:23:14 UTC",1,1,1,"principiante"
"421","petel979","2018-09-30 09:49:17 UTC","2018-09-30 15:53:03 UTC",2,1.25261574074074,1.59665884353113,"principiante"
"422","peter204","2021-02-18 17:35:48 UTC","2021-03-22 17:12:36 UTC",30,32.9838888888889,0.909534958144549,"principiante"
"423","phviny","2019-01-20 23:04:01 UTC","2020-01-24 23:23:42 UTC",123,370.013668981481,0.332420151770544,"intermedio"
"424","pipoca1730","2015-05-22 23:09:12 UTC","2016-12-23 00:22:02 UTC",34,581.050578703704,0.0585146994876976,"principiante"
"425","pjfayer","2020-03-10 19:17:32 UTC","2020-03-10 19:17:32 UTC",1,1,1,"principiante"
"426","pmontenu","2018-12-05 16:46:05 UTC","2019-03-07 15:32:53 UTC",3,92.9491666666667,0.0322757062552112,"principiante"
"427","polluelos","2019-02-20 01:08:36 UTC","2019-02-20 01:08:36 UTC",1,1,1,"principiante"
"428","prodenazas","2017-08-01 14:11:12 UTC","2017-08-01 14:11:13 UTC",2,1.00001157407407,1.99997685211977,"principiante"
"429","prokhozhyj","2020-09-17 20:46:23 UTC","2020-09-17 21:22:12 UTC",5,1.02487268518519,4.87865475612373,"principiante"
"430","psidium","2020-08-05 11:31:01 UTC","2020-08-05 11:31:01 UTC",1,1,1,"principiante"
"431","questagame","2018-12-29 02:27:32 UTC","2019-01-05 20:28:17 UTC",10,8.75052083333333,1.14278911969526,"principiante"
"432","r-a-p","2019-02-21 20:09:25 UTC","2019-11-15 10:20:13 UTC",5,267.590833333333,0.0186852439514308,"principiante"
"433","ramiro29","2019-11-17 16:02:19 UTC","2019-11-17 16:02:19 UTC",1,1,1,"principiante"
"434","rasec949","2020-06-08 01:28:44 UTC","2020-06-08 01:28:44 UTC",1,1,1,"principiante"
"435","remi_bigonneau","2019-11-22 22:45:28 UTC","2022-04-03 00:15:57 UTC",30,863.062835648148,0.0347599256518448,"principiante"
"436","renanmartini","2020-01-20 17:39:14 UTC","2020-02-27 19:40:55 UTC",7,39.0845023148148,0.179099120761906,"principiante"
"437","rguller","2019-12-17 11:19:25 UTC","2020-04-25 15:55:46 UTC",3,131.191909722222,0.0228672637386865,"principiante"
"438","rhyneelisabeth","2021-11-11 15:37:27 UTC","2021-11-11 15:37:27 UTC",1,1,1,"principiante"
"439","ricardoandrade","2022-07-30 23:57:29 UTC","2022-07-30 23:57:42 UTC",2,1.00015046296296,1.99969911934547,"principiante"
"440","rick-uhlen","2019-11-25 01:17:09 UTC","2020-01-01 02:40:37 UTC",77,38.057962962963,2.02322967403522,"principiante"
"441","rimfirejudd","2019-07-30 19:33:32 UTC","2019-07-30 19:42:20 UTC",2,1.00611111111111,1.98785201546107,"principiante"
"442","robertobattaglia","2019-05-19 23:11:40 UTC","2019-05-19 23:11:40 UTC",1,1,1,"principiante"
"443","rocio30","2019-01-06 12:14:39 UTC","2019-01-06 12:14:39 UTC",1,1,1,"principiante"
"444","rockybajada","2018-06-24 07:10:59 UTC","2018-06-24 07:40:08 UTC",5,1.02024305555556,4.90079297553007,"principiante"
"445","rogerio-gribel","2019-03-26 04:20:02 UTC","2019-05-11 02:24:12 UTC",6,46.9195601851852,0.127878436547973,"principiante"
"446","romigaleota","2018-10-10 18:33:39 UTC","2020-07-13 01:00:31 UTC",204,642.268657407407,0.317624093355995,"intermedio"
"447","romulocenci","2021-03-23 20:14:58 UTC","2021-03-23 20:14:58 UTC",1,1,1,"principiante"
"448","rosana_m","2021-09-30 15:30:34 UTC","2021-09-30 15:38:44 UTC",2,1.0056712962963,1.98872137184946,"principiante"
"449","rosasamperioventayol","2020-04-03 19:19:01 UTC","2020-04-03 19:19:01 UTC",1,1,1,"principiante"
"450","rosemary36","2021-05-08 19:00:17 UTC","2021-05-19 06:26:39 UTC",5,11.4766435185185,0.435667448582165,"principiante"
"451","roy51","2019-02-17 23:04:30 UTC","2019-02-17 23:04:30 UTC",1,1,1,"principiante"
"452","rubi52","2022-07-06 22:41:03 UTC","2022-09-22 22:56:55 UTC",3,79.0110185185185,0.0379693877670602,"principiante"
"453","rul92","2021-06-04 16:34:04 UTC","2021-06-04 16:34:04 UTC",1,1,1,"principiante"
"454","sabina17","2022-02-14 18:36:56 UTC","2022-02-15 19:53:32 UTC",2,2.05319444444444,0.974091862274234,"principiante"
"455","samberman","2022-06-12 20:56:55 UTC","2022-06-12 20:56:55 UTC",1,1,1,"principiante"
"456","samuel324","2022-05-19 13:41:48 UTC","2022-07-25 22:33:58 UTC",49,68.3695601851852,0.716693216502769,"principiante"
"457","san43","2021-03-25 21:10:44 UTC","2021-03-25 21:10:44 UTC",1,1,1,"principiante"
"458","sancabj88","2020-04-19 19:58:19 UTC","2020-04-19 20:08:13 UTC",3,1.006875,2.97951582867784,"principiante"
"459","sarah1398","2021-12-29 18:03:38 UTC","2021-12-31 23:34:18 UTC",3,3.22962962962963,0.928899082568807,"principiante"
"460","sasquatchtaco","2020-03-01 19:29:48 UTC","2020-03-06 19:01:47 UTC",3,5.98054398148148,0.501626609433754,"principiante"
"461","sdrov","2020-03-17 14:51:07 UTC","2020-03-18 04:04:02 UTC",82,1.55063657407407,52.8815077439821,"principiante"
"462","seano-rhodeisland","2022-05-04 20:09:22 UTC","2022-05-04 20:09:22 UTC",1,1,1,"principiante"
"463","seba_fornes","2022-01-08 16:26:11 UTC","2022-01-08 16:57:38 UTC",9,1.02184027777778,8.80763872370791,"principiante"
"464","sebastian1159","2022-10-21 17:19:15 UTC","2022-10-21 17:19:15 UTC",1,1,1,"principiante"
"465","sebastianlescano","2019-08-06 02:14:45 UTC","2019-09-11 21:57:39 UTC",56,37.8214583333333,1.48064095007794,"principiante"
"466","sebazep","2022-01-31 02:18:16 UTC","2022-01-31 02:18:16 UTC",1,1,1,"principiante"
"467","seigmond","2020-09-13 21:07:41 UTC","2020-09-13 21:07:41 UTC",1,1,1,"principiante"
"468","sergio366","2019-12-15 14:27:51 UTC","2019-12-19 14:44:48 UTC",6,5.01177083333333,1.19718163490117,"principiante"
"469","shling20","2018-07-10 01:22:57 UTC","2018-07-10 01:22:59 UTC",3,1.00002314814815,2.99993055716303,"principiante"
"470","siempreverde","2022-03-30 03:10:06 UTC","2022-04-04 03:11:24 UTC",7,6.00090277777778,1.16649115295152,"principiante"
"471","silvana149","2022-04-28 22:41:43 UTC","2022-04-28 22:41:43 UTC",1,1,1,"principiante"
"472","silvia235","2020-09-28 14:29:46 UTC","2020-09-28 14:29:46 UTC",1,1,1,"principiante"
"473","simontonge","2019-12-19 15:27:11 UTC","2019-12-30 12:20:35 UTC",2,11.8704166666667,0.168486082347573,"principiante"
"474","ska1","2019-07-19 21:58:34 UTC","2022-07-09 17:30:47 UTC",7,1086.81403935185,0.00644084429032093,"principiante"
"475","skycladtrvlr","2018-03-21 14:36:29 UTC","2018-12-15 23:41:08 UTC",3,270.378229166667,0.0110955678985187,"principiante"
"476","smerer","2019-07-06 23:59:00 UTC","2019-07-06 23:59:00 UTC",1,1,1,"principiante"
"477","smoghead","2022-09-14 13:39:20 UTC","2022-09-14 13:39:20 UTC",1,1,1,"principiante"
"478","sofia_amengual","2020-10-16 02:35:34 UTC","2020-10-16 02:35:34 UTC",1,1,1,"principiante"
"479","sofiatraballi","2022-01-26 02:42:28 UTC","2022-04-05 03:18:40 UTC",21,70.0251388888889,0.299892300582529,"principiante"
"480","solferres","2020-05-15 13:20:39 UTC","2021-04-09 17:32:31 UTC",2,330.174907407407,0.00605739550501993,"principiante"
"481","soti","2021-11-02 01:47:53 UTC","2021-11-22 21:49:22 UTC",3,21.8343634259259,0.137398097736059,"principiante"
"482","soulgazing","2022-10-25 13:23:02 UTC","2022-10-25 13:23:02 UTC",1,1,1,"principiante"
"483","spiegel","2021-09-25 01:35:51 UTC","2021-10-29 11:30:20 UTC",5,35.4128356481481,0.141191743289879,"principiante"
"484","srnaturaleza","2019-06-24 17:05:21 UTC","2019-06-24 17:05:21 UTC",1,1,1,"principiante"
"485","ssimeto","2022-09-24 04:45:13 UTC","2022-10-26 18:00:22 UTC",6,33.5521875,0.178825896225097,"principiante"
"486","stefan180","2022-09-02 14:37:03 UTC","2022-09-14 22:42:32 UTC",7,13.3371412037037,0.52485010791189,"principiante"
"487","stephen_wv","2019-12-03 23:04:02 UTC","2022-10-15 11:26:45 UTC",85,1047.51577546296,0.0811443626826844,"principiante"
"488","stephi1","2018-11-04 00:49:14 UTC","2018-11-04 00:49:14 UTC",1,1,1,"principiante"
"489","strawberryfeel","2020-11-20 16:00:51 UTC","2020-11-20 16:00:51 UTC",1,1,1,"principiante"
"490","superglamfab","2018-03-29 10:21:06 UTC","2018-03-29 10:21:06 UTC",1,1,1,"principiante"
"491","susan57","2017-03-25 17:55:39 UTC","2017-03-30 04:36:29 UTC",4,5.44502314814815,0.734615793389308,"principiante"
"492","susanacorrea","2020-08-06 20:51:04 UTC","2021-10-07 21:23:00 UTC",9,428.022175925926,0.0210269479157957,"principiante"
"493","sustentar","2018-09-26 13:07:12 UTC","2018-09-26 13:07:12 UTC",1,1,1,"principiante"
"494","taguato_","2020-11-30 10:29:10 UTC","2020-11-30 15:36:24 UTC",3,1.21335648148148,2.47248030219204,"principiante"
"495","tatiana81","2021-02-13 20:54:18 UTC","2021-02-13 20:54:18 UTC",1,1,1,"principiante"
"496","teyma","2022-09-06 20:55:48 UTC","2022-09-06 20:55:48 UTC",1,1,1,"principiante"
"497","thamisbarbs","2021-09-21 11:50:30 UTC","2021-09-21 11:50:30 UTC",1,1,1,"principiante"
"498","thuaniwagener","2020-09-14 00:00:02 UTC","2020-09-24 16:27:40 UTC",3,11.6858564814815,0.256720592517466,"principiante"
"499","tinanavajas","2019-02-04 08:08:23 UTC","2019-02-04 08:08:23 UTC",1,1,1,"principiante"
"500","tom_riggle","2022-03-13 18:05:36 UTC","2022-04-25 18:14:46 UTC",4,44.0063657407407,0.0908959404547427,"principiante"
"501","trekman","2019-05-12 23:31:11 UTC","2019-05-12 23:31:11 UTC",1,1,1,"principiante"
"502","udel-hoppers","2021-12-17 23:11:53 UTC","2021-12-17 23:11:53 UTC",1,1,1,"principiante"
"503","ulyanasimakova","2020-01-05 19:01:25 UTC","2020-01-05 19:01:25 UTC",1,1,1,"principiante"
"504","umadot","2021-06-14 12:49:41 UTC","2021-06-14 12:49:41 UTC",1,1,1,"principiante"
"505","uwekozina","2022-02-20 20:00:55 UTC","2022-02-20 20:00:55 UTC",2,1,2,"principiante"
"506","valearechichu","2020-08-07 14:31:24 UTC","2020-08-07 14:48:49 UTC",2,1.01209490740741,1.9760992623935,"principiante"
"507","valentinozky","2020-01-05 12:55:42 UTC","2020-01-05 12:55:42 UTC",1,1,1,"principiante"
"508","vascomendy","2022-04-05 22:03:27 UTC","2022-04-05 22:03:27 UTC",1,1,1,"principiante"
"509","vedrfolnir","2018-02-14 01:32:32 UTC","2018-02-14 01:38:10 UTC",2,1.00391203703704,1.99220641472019,"principiante"
"510","vegagerardogabriel","2020-05-21 19:02:19 UTC","2020-05-21 19:02:19 UTC",1,1,1,"principiante"
"511","vegapaez","2019-04-29 14:28:24 UTC","2019-05-03 00:44:33 UTC",54,4.42788194444444,12.195447095818,"principiante"
"512","verocrespoperez","2019-02-11 23:25:32 UTC","2019-02-17 01:23:37 UTC",3,6.08200231481482,0.493258608713855,"principiante"
"513","vickycodon","2021-12-20 22:55:39 UTC","2022-01-01 13:13:22 UTC",18,12.5956365740741,1.42906631944668,"principiante"
"514","victorialassaga","2020-02-26 05:46:33 UTC","2020-02-26 05:46:33 UTC",1,1,1,"principiante"
"515","victorwuth","2022-04-26 13:24:43 UTC","2022-04-26 13:24:43 UTC",1,1,1,"principiante"
"516","vinicius_s_domingues","2022-05-20 11:52:25 UTC","2022-05-20 11:52:25 UTC",1,1,1,"principiante"
"517","viole2309","2022-03-30 17:55:03 UTC","2022-03-31 19:38:05 UTC",10,2.07155092592593,4.82730106938128,"principiante"
"518","virgi_aranda","2022-02-20 20:35:42 UTC","2022-02-20 20:35:42 UTC",1,1,1,"principiante"
"519","vitorrolflaube","2022-08-06 12:07:00 UTC","2022-08-06 12:07:00 UTC",1,1,1,"principiante"
"520","vittoria_zanetti","2021-02-10 21:40:49 UTC","2021-02-10 21:40:49 UTC",1,1,1,"principiante"
"521","walterbustamante","2022-04-09 12:05:32 UTC","2022-10-12 02:46:53 UTC",4,186.612048611111,0.0214348431935163,"principiante"
"522","walterlir81","2020-12-19 22:08:48 UTC","2022-05-25 01:49:30 UTC",30,522.153263888889,0.0574543952412865,"principiante"
"523","weba69","2021-12-12 11:54:11 UTC","2022-03-05 13:30:09 UTC",165,84.0666435185185,1.96272853410227,"principiante"
"524","weecorbie","2022-05-27 21:44:32 UTC","2022-05-27 21:44:32 UTC",1,1,1,"principiante"
"525","weleaf","2017-07-08 19:43:56 UTC","2017-07-28 22:58:35 UTC",17,21.1351736111111,0.804346361794862,"principiante"
"526","whale_nerd","2022-10-24 09:01:23 UTC","2022-10-24 09:09:24 UTC",3,1.00556712962963,2.98339107514877,"principiante"
"527","xiberve","2020-01-03 13:02:11 UTC","2020-01-03 13:05:00 UTC",3,1.00195601851852,2.99414340006238,"principiante"
"528","ximena87","2022-01-30 06:09:37 UTC","2022-01-30 06:09:37 UTC",1,1,1,"principiante"
"529","xolmis-irupero","2020-04-06 20:47:33 UTC","2020-04-18 00:23:07 UTC",42,12.1496990740741,3.4568757418546,"principiante"
"530","yoha_fer","2022-04-02 23:45:12 UTC","2022-07-10 00:00:59 UTC",4,99.0109606481481,0.0403995676217572,"principiante"
"531","yotaut","2018-03-26 20:32:18 UTC","2022-05-07 19:35:05 UTC",19,1503.9602662037,0.0126333124796972,"principiante"
"532","ysabelrodriguez","2020-11-17 02:44:43 UTC","2020-11-17 02:44:43 UTC",1,1,1,"principiante"
"533","yvesbas","2018-11-26 15:59:42 UTC","2018-11-26 16:02:50 UTC",3,1.00217592592593,2.99348639534347,"principiante"
"534","z_mcgrath","2020-02-11 18:42:29 UTC","2021-02-28 08:50:42 UTC",33,383.589039351852,0.0860295697076223,"principiante"
"535","zacharyhurwitz","2019-12-21 18:58:50 UTC","2019-12-21 18:58:50 UTC",1,1,1,"principiante"
"536","zebra1193","2020-08-13 19:04:09 UTC","2020-08-13 19:08:35 UTC",5,1.0030787037037,4.9846537281056,"principiante"
